,Convicting Offense Classification,Convicting Offense Type,Convicting Offense Subtype,Race - Ethnicity,Sex,Level of Supervision,Recidivism - Prison Admission
581,2.0,4.0,4.1,5,1,6.0,1
582,2.0,1.0,1.3,5,1,6.0,1
583,5.0,1.0,1.3,5,1,6.0,1
584,5.0,2.0,2.6,5,1,6.0,1
585,5.0,1.0,1.1,5,1,6.0,1
586,5.0,3.0,3.3,5,1,6.0,1
587,2.0,4.0,4.1,5,1,6.0,1
588,2.0,2.0,2.1,5,1,6.0,1
589,5.0,3.0,3.1,5,1,6.0,1
590,10.0,1.0,1.1,5,1,6.0,1
591,2.0,2.0,2.2,5,1,6.0,1
592,1.0,4.0,4.1,5,1,6.0,1
593,5.0,1.0,1.1,5,1,6.0,1
594,5.0,1.0,1.2,5,1,6.0,1
595,2.0,1.0,1.1,5,1,6.0,1
596,2.0,2.0,2.3,5,1,6.0,1
597,10.0,1.0,1.1,5,1,6.0,1
598,1.0,4.0,4.4,5,1,6.0,1
599,1.0,2.0,2.3,5,1,6.0,1
600,2.0,1.0,1.3,5,0,6.0,1
601,5.0,5.0,5.2,5,1,6.0,1
602,1.0,1.0,1.1,5,1,6.0,1
603,5.0,3.0,3.2,5,1,6.0,1
604,5.0,3.0,3.2,5,1,6.0,1
605,5.0,1.0,1.1,5,1,6.0,1
606,1.0,4.0,4.1,5,1,6.0,1
607,10.0,4.0,4.3,5,1,5.0,1
608,5.0,4.0,4.3,5,1,5.0,1
609,2.0,2.0,2.1,5,0,5.0,1
610,1.0,2.0,2.3,5,1,5.0,1
611,5.0,4.0,4.1,5,1,5.0,1
612,2.0,4.0,4.1,5,1,5.0,1
613,10.0,3.0,3.2,5,1,5.0,1
614,2.0,2.0,2.1,5,1,5.0,1
615,1.0,1.0,1.1,5,0,5.0,1
616,25.0,3.0,3.2,5,1,5.0,1
617,2.0,4.0,4.1,5,1,5.0,1
618,1.0,2.0,2.3,5,1,5.0,1
619,2.0,2.0,2.3,5,1,5.0,1
620,2.0,2.0,2.3,5,1,5.0,1
621,2.0,2.0,2.1,5,1,5.0,1
622,2.0,4.0,4.1,5,0,5.0,1
623,0.1,4.0,4.1,5,1,5.0,1
624,2.0,1.0,1.1,5,1,5.0,1
625,5.0,1.0,1.2,5,1,5.0,1
626,5.0,1.0,1.2,5,1,5.0,1
627,5.0,3.0,3.2,5,1,5.0,1
628,1.0,3.0,3.1,5,1,5.0,1
629,2.0,2.0,2.7,5,0,5.0,1
630,5.0,3.0,3.2,5,1,5.0,1
631,2.0,4.0,4.1,5,1,5.0,1
632,0.1,1.0,1.4,5,1,5.0,1
633,1.0,2.0,2.3,5,1,5.0,1
634,10.0,3.0,3.2,5,1,5.0,1
635,1.0,2.0,2.3,5,1,2.0,1
636,2.0,4.0,4.1,5,0,2.0,1
637,2.0,2.0,2.1,5,1,4.0,1
638,1.0,3.0,3.1,5,1,4.0,1
639,2.0,1.0,1.1,5,1,4.0,1
640,5.0,3.0,3.2,5,1,3.0,1
641,5.0,3.0,3.2,5,1,3.0,1
642,1.0,3.0,3.1,5,1,3.0,1
643,2.0,4.0,4.1,5,1,3.0,1
644,5.0,3.0,3.3,5,1,3.0,1
645,2.0,1.0,1.3,5,1,3.0,1
646,25.0,3.0,3.2,5,1,3.0,1
647,1.0,4.0,4.1,5,1,3.0,1
648,5.0,1.0,1.4,5,1,3.0,1
649,1.0,2.0,2.3,5,1,3.0,1
650,2.0,3.0,3.1,5,1,3.0,1
651,2.0,4.0,4.1,5,1,3.0,1
652,5.0,1.0,1.3,5,1,3.0,1
653,2.0,1.0,1.1,5,1,3.0,1
654,5.0,3.0,3.2,5,1,3.0,1
655,2.0,4.0,4.3,5,1,3.0,1
656,10.0,3.0,3.2,5,1,3.0,1
657,5.0,1.0,1.1,5,1,3.0,1
658,10.0,3.0,3.2,5,1,3.0,1
659,5.0,3.0,3.3,5,1,3.0,1
660,10.0,1.0,1.1,5,1,3.0,1
661,2.0,1.0,1.3,5,1,3.0,1
662,1.0,4.0,4.1,5,1,3.0,1
663,1.0,4.0,4.1,5,1,3.0,1
664,2.0,4.0,4.1,5,1,3.0,1
665,2.0,2.0,2.1,5,1,3.0,1
666,2.0,2.0,2.3,5,1,3.0,1
667,5.0,2.0,2.6,5,1,3.0,1
668,1.0,2.0,2.1,5,1,3.0,1
669,2.0,1.0,1.4,5,1,3.0,1
670,5.0,2.0,2.1,5,1,3.0,1
671,10.0,1.0,1.2,5,1,3.0,1
672,10.0,3.0,3.2,5,0,1.0,1
673,10.0,4.0,4.3,5,1,1.0,1
674,2.0,1.0,1.1,5,1,1.0,1
675,2.0,2.0,2.1,5,1,1.0,1
676,5.0,1.0,1.3,5,1,1.0,1
677,2.0,1.0,1.1,5,1,1.0,1
678,2.0,2.0,2.5,5,1,1.0,1
679,2.0,1.0,1.4,5,1,1.0,1
680,1.0,4.0,4.1,5,1,1.0,1
681,5.0,3.0,3.2,5,1,1.0,1
682,5.0,3.0,3.2,5,1,1.0,1
683,25.0,3.0,3.2,5,1,1.0,1
684,10.0,3.0,3.2,5,1,1.0,1
685,5.0,1.0,1.1,5,0,1.0,1
686,2.0,4.0,4.1,5,1,1.0,1
687,2.0,1.0,1.1,5,0,1.0,1
688,2.0,4.0,4.1,5,1,1.0,1
689,10.0,1.0,1.1,5,1,1.0,1
690,1.0,3.0,3.1,5,1,1.0,1
691,1.0,4.0,4.1,5,1,1.0,1
692,1.0,3.0,3.1,5,1,1.0,1
693,5.0,4.0,4.1,5,1,1.0,1
694,10.0,1.0,1.2,5,1,1.0,1
695,10.0,3.0,3.2,5,1,0.0,1
696,10.0,1.0,1.2,5,1,0.0,1
697,10.0,4.0,4.2,5,1,0.0,1
698,5.0,4.0,4.1,5,1,7.0,1
699,2.0,1.0,1.3,5,1,7.0,1
700,100.0,5.0,5.2,5,1,7.0,1
701,2.0,2.0,2.6,5,1,7.0,1
702,5.0,3.0,3.1,5,1,7.0,1
703,5.0,3.0,3.2,5,1,7.0,1
704,2.0,2.0,2.6,5,1,7.0,1
705,5.0,3.0,3.1,5,1,7.0,1
706,2.0,4.0,4.3,5,1,7.0,1
707,10.0,4.0,4.3,5,1,7.0,1
708,10.0,3.0,3.2,5,0,7.0,1
709,10.0,3.0,3.2,5,0,7.0,1
710,5.0,1.0,1.1,5,1,7.0,1
711,2.0,4.0,4.1,5,1,7.0,1
712,5.0,1.0,1.2,5,1,7.0,1
713,5.0,1.0,1.4,5,1,7.0,1
714,2.0,4.0,4.1,5,1,7.0,1
715,10.0,4.0,4.2,5,1,7.0,1
716,2.0,4.0,4.1,5,1,7.0,1
717,5.0,4.0,4.1,5,1,7.0,1
718,5.0,3.0,3.3,5,1,7.0,1
719,2.0,4.0,4.1,5,1,7.0,1
720,100.0,3.0,3.2,5,1,7.0,1
721,5.0,4.0,4.1,5,1,7.0,1
722,100.0,5.0,5.2,5,1,7.0,1
723,2.0,2.0,2.7,5,0,7.0,1
724,5.0,4.0,4.1,5,1,7.0,1
725,2.0,4.0,4.1,5,1,7.0,1
726,5.0,2.0,2.1,5,1,7.0,1
727,10.0,3.0,3.2,5,1,7.0,1
728,10.0,3.0,3.2,5,1,7.0,1
729,2.0,4.0,4.1,5,1,7.0,1
730,2.0,3.0,3.1,5,1,7.0,1
731,5.0,1.0,1.2,5,1,7.0,1
732,5.0,1.0,1.2,5,1,7.0,1
733,10.0,3.0,3.2,5,1,7.0,1
734,5.0,3.0,3.1,5,1,7.0,1
735,10.0,3.0,3.2,5,1,7.0,1
736,2.0,2.0,2.5,5,1,7.0,1
737,5.0,3.0,3.3,5,1,7.0,1
738,5.0,1.0,1.3,5,1,7.0,1
739,25.0,5.0,5.2,5,1,7.0,1
740,5.0,3.0,3.2,5,1,7.0,1
741,150.0,4.0,4.2,5,1,7.0,1
742,5.0,3.0,3.3,5,1,7.0,1
743,5.0,2.0,2.3,5,1,7.0,1
744,2.0,3.0,3.1,5,0,7.0,1
745,5.0,3.0,3.1,5,1,7.0,1
746,5.0,1.0,1.3,5,1,7.0,1
747,2.0,1.0,1.1,5,1,7.0,1
748,10.0,1.0,1.2,5,1,7.0,1
749,100.0,5.0,5.2,5,1,7.0,1
750,10.0,1.0,1.2,5,1,7.0,1
751,5.0,3.0,3.1,5,0,7.0,1
752,5.0,1.0,1.3,5,0,7.0,1
753,5.0,1.0,1.3,5,0,7.0,1
754,2.0,1.0,1.1,5,1,7.0,1
755,10.0,1.0,1.1,5,1,7.0,1
756,2.0,3.0,3.1,5,1,7.0,1
757,2.0,1.0,1.1,5,1,7.0,1
758,5.0,2.0,2.3,5,1,7.0,1
759,5.0,1.0,1.1,5,1,7.0,1
760,2.0,4.0,4.1,5,1,7.0,1
761,10.0,1.0,1.2,5,1,7.0,1
762,5.0,1.0,1.4,5,1,7.0,1
763,2.0,1.0,1.2,5,1,7.0,1
764,10.0,1.0,1.1,5,1,7.0,1
765,2.0,4.0,4.1,5,1,7.0,1
766,5.0,4.0,4.1,5,1,7.0,1
767,2.0,2.0,2.3,5,1,7.0,1
768,5.0,4.0,4.3,5,0,7.0,1
769,5.0,4.0,4.1,5,1,7.0,1
770,5.0,2.0,2.6,5,1,7.0,1
771,10.0,1.0,1.2,5,1,7.0,1
772,10.0,1.0,1.1,5,1,7.0,1
773,1.0,1.0,1.1,5,1,7.0,1
774,5.0,3.0,3.1,5,1,7.0,1
775,2.0,1.0,1.1,5,1,7.0,1
776,10.0,4.0,4.3,5,1,7.0,1
777,2.0,1.0,1.4,5,1,7.0,1
778,5.0,4.0,4.1,5,1,7.0,1
779,5.0,2.0,2.6,5,1,7.0,1
780,5.0,1.0,1.2,5,1,7.0,1
781,5.0,1.0,1.1,5,1,7.0,1
782,5.0,1.0,1.4,5,1,7.0,1
783,2.0,4.0,4.1,5,1,7.0,1
784,5.0,1.0,1.2,5,1,7.0,1
785,5.0,3.0,3.2,5,1,7.0,1
786,2.0,2.0,2.2,5,1,7.0,1
787,10.0,1.0,1.2,5,1,7.0,1
788,2.0,4.0,4.1,5,0,7.0,1
789,150.0,4.0,4.2,5,1,7.0,1
790,2.0,1.0,1.4,5,1,7.0,1
791,10.0,1.0,1.2,5,1,7.0,1
792,10.0,1.0,1.1,5,1,7.0,1
793,5.0,1.0,1.2,5,1,7.0,1
794,2.0,4.0,4.1,5,1,7.0,1
795,2.0,2.0,2.1,5,1,6.0,1
796,5.0,1.0,1.2,5,1,6.0,1
797,2.0,1.0,1.1,5,1,6.0,1
798,2.0,3.0,3.1,5,1,6.0,1
799,2.0,4.0,4.1,5,0,6.0,1
800,5.0,4.0,4.3,5,0,6.0,1
801,10.0,1.0,1.1,5,1,6.0,1
802,5.0,2.0,2.6,5,1,6.0,1
803,5.0,2.0,2.6,5,1,6.0,1
804,2.0,1.0,1.1,5,1,6.0,1
805,2.0,1.0,1.2,5,1,6.0,1
806,5.0,4.0,4.1,5,1,6.0,1
807,100.0,3.0,3.2,5,1,6.0,1
808,2.0,4.0,4.1,5,1,6.0,1
809,5.0,3.0,3.2,5,1,6.0,1
810,5.0,3.0,3.3,5,1,6.0,1
811,2.0,1.0,1.1,5,1,5.0,1
812,10.0,3.0,3.2,5,1,5.0,1
813,2.0,2.0,2.2,5,1,5.0,1
814,2.0,1.0,1.3,5,1,5.0,1
815,5.0,3.0,3.2,5,1,5.0,1
816,2.0,2.0,2.1,5,1,5.0,1
817,5.0,1.0,1.3,5,1,5.0,1
818,5.0,3.0,3.2,5,1,3.0,1
819,5.0,1.0,1.3,5,1,3.0,1
820,150.0,4.0,4.2,5,1,3.0,1
821,5.0,3.0,3.2,5,1,3.0,1
822,5.0,3.0,3.2,5,1,3.0,1
823,5.0,1.0,1.2,5,1,3.0,1
824,2.0,1.0,1.1,5,0,3.0,1
825,5.0,1.0,1.1,5,1,3.0,1
826,2.0,4.0,4.1,5,1,3.0,1
827,10.0,3.0,3.2,5,1,3.0,1
828,2.0,1.0,1.3,5,0,3.0,1
829,10.0,3.0,3.2,5,1,1.0,1
830,10.0,3.0,3.2,5,1,1.0,1
831,5.0,3.0,3.2,5,1,1.0,1
832,5.0,1.0,1.2,5,1,1.0,1
833,2.0,4.0,4.1,5,1,1.0,1
834,5.0,1.0,1.1,5,1,1.0,1
835,10.0,1.0,1.2,5,1,1.0,1
836,2.0,2.0,2.1,5,1,1.0,1
837,10.0,1.0,1.1,5,1,1.0,1
838,5.0,3.0,3.2,5,1,1.0,1
839,5.0,3.0,3.2,5,1,1.0,1
840,10.0,3.0,3.2,5,1,1.0,1
841,10.0,3.0,3.2,5,1,1.0,1
842,5.0,1.0,1.2,5,1,1.0,1
843,10.0,1.0,1.2,5,1,1.0,1
844,100.0,3.0,3.2,5,1,1.0,1
845,5.0,1.0,1.2,5,1,1.0,1
846,5.0,4.0,4.1,5,1,1.0,1
847,5.0,1.0,1.2,5,1,1.0,1
848,2.0,3.0,3.1,5,1,1.0,1
849,5.0,1.0,1.2,5,1,1.0,1
850,5.0,3.0,3.2,5,1,1.0,1
851,5.0,3.0,3.2,5,1,1.0,1
852,2.0,1.0,1.1,5,1,1.0,1
853,1.0,4.0,4.1,5,1,1.0,1
854,5.0,1.0,1.2,5,1,1.0,1
855,5.0,1.0,1.2,5,1,1.0,1
856,5.0,3.0,3.2,5,1,1.0,1
857,5.0,4.0,4.1,5,1,1.0,1
858,2.0,2.0,2.5,5,1,1.0,1
859,2.0,4.0,4.1,5,1,7.0,0
860,10.0,3.0,3.2,5,0,7.0,0
861,1.0,4.0,4.4,5,1,7.0,0
862,2.0,4.0,4.1,5,1,7.0,0
863,1.0,4.0,4.1,5,1,7.0,0
864,5.0,1.0,1.1,5,1,7.0,0
865,1.0,3.0,3.1,5,1,7.0,0
866,1.0,4.0,4.1,5,1,7.0,0
867,2.0,2.0,2.6,5,1,7.0,0
868,1.0,1.0,1.1,5,0,7.0,0
869,2.0,1.0,1.1,5,1,7.0,0
870,1.0,3.0,3.1,5,0,7.0,0
871,2.0,2.0,2.1,5,1,7.0,0
872,1.0,4.0,4.1,5,1,7.0,0
873,100.0,3.0,3.2,5,1,7.0,0
874,2.0,4.0,4.2,5,1,7.0,0
875,1.0,4.0,4.1,5,0,7.0,0
876,100.0,5.0,5.2,5,0,7.0,0
877,2.0,2.0,2.1,5,0,7.0,0
878,1.0,4.0,4.1,5,1,7.0,0
879,100.0,3.0,3.2,5,1,7.0,0
880,2.0,1.0,1.1,5,1,7.0,0
881,1.0,4.0,4.1,5,1,7.0,0
882,5.0,1.0,1.3,5,1,7.0,0
883,2.0,2.0,2.1,5,1,7.0,0
884,2.0,2.0,2.3,5,0,7.0,0
885,1.0,4.0,4.1,5,1,7.0,0
886,5.0,4.0,4.2,5,1,7.0,0
887,2.0,2.0,2.3,5,1,7.0,0
888,10.0,3.0,3.2,5,1,7.0,0
889,0.1,4.0,4.1,5,1,7.0,0
890,1.0,2.0,2.3,5,1,7.0,0
891,2.0,4.0,4.1,5,0,7.0,0
892,2.0,3.0,3.1,5,1,7.0,0
893,10.0,3.0,3.2,5,1,7.0,0
894,1.0,1.0,1.1,5,1,7.0,0
895,5.0,5.0,5.2,5,1,7.0,0
896,2.0,3.0,3.1,5,1,7.0,0
897,2.0,2.0,2.5,5,1,7.0,0
898,1.0,2.0,2.3,5,1,7.0,0
899,2.0,4.0,4.1,5,1,7.0,0
900,1.0,4.0,4.1,5,1,7.0,0
901,2.0,2.0,2.6,5,1,7.0,0
902,1.0,4.0,4.1,5,1,7.0,0
903,1.0,4.0,4.1,5,1,7.0,0
904,5.0,2.0,2.3,5,1,7.0,0
905,10.0,3.0,3.2,5,1,7.0,0
906,2.0,2.0,2.1,5,1,7.0,0
907,2.0,2.0,2.1,5,1,7.0,0
908,10.0,3.0,3.2,5,1,7.0,0
909,1.0,3.0,3.1,5,1,7.0,0
910,2.0,4.0,4.1,5,1,7.0,0
911,2.0,3.0,3.1,5,1,7.0,0
912,2.0,3.0,3.1,5,1,7.0,0
913,2.0,4.0,4.4,5,1,7.0,0
914,5.0,3.0,3.2,5,1,7.0,0
915,10.0,1.0,1.2,5,1,7.0,0
916,10.0,3.0,3.2,5,1,7.0,0
917,2.0,4.0,4.1,5,1,7.0,0
918,5.0,3.0,3.2,5,0,7.0,0
919,2.0,2.0,2.1,5,1,7.0,0
920,1.0,4.0,4.1,5,1,7.0,0
921,2.0,2.0,2.1,5,1,7.0,0
922,1.0,1.0,1.1,5,0,7.0,0
923,1.0,2.0,2.3,5,1,7.0,0
924,2.0,4.0,4.1,5,1,7.0,0
925,1.0,2.0,2.3,5,1,7.0,0
926,2.0,1.0,1.1,5,0,7.0,0
927,2.0,2.0,2.1,5,1,7.0,0
928,1.0,4.0,4.1,5,1,7.0,0
929,0.1,1.0,1.1,5,0,7.0,0
930,1.0,3.0,3.1,5,1,7.0,0
931,1.0,4.0,4.4,5,1,7.0,0
932,2.0,1.0,1.3,5,1,7.0,0
933,2.0,1.0,1.4,5,1,7.0,0
934,5.0,4.0,4.1,5,0,7.0,0
935,2.0,4.0,4.1,5,1,7.0,0
936,5.0,2.0,2.3,5,1,7.0,0
937,1.0,3.0,3.1,5,1,7.0,0
938,1.0,4.0,4.1,5,1,7.0,0
939,2.0,2.0,2.1,5,0,7.0,0
940,10.0,3.0,3.2,5,1,7.0,0
941,5.0,3.0,3.3,5,1,7.0,0
942,2.0,1.0,1.4,5,0,7.0,0
943,1.0,4.0,4.1,5,1,7.0,0
944,2.0,1.0,1.2,5,1,7.0,0
945,1.0,4.0,4.1,5,1,7.0,0
946,2.0,1.0,1.4,5,1,7.0,0
947,1.0,3.0,3.1,5,1,7.0,0
948,2.0,1.0,1.1,5,1,7.0,0
949,10.0,3.0,3.2,5,1,7.0,0
950,1.0,2.0,2.1,5,1,7.0,0
951,5.0,3.0,3.2,5,1,7.0,0
952,5.0,3.0,3.1,5,0,7.0,0
953,5.0,1.0,1.1,5,1,7.0,0
954,0.1,4.0,4.1,5,1,7.0,0
955,2.0,1.0,1.4,5,1,7.0,0
956,2.0,2.0,2.5,5,1,7.0,0
957,1.0,4.0,4.1,5,1,7.0,0
958,1.0,3.0,3.1,5,1,7.0,0
959,1.0,2.0,2.3,5,1,7.0,0
960,1.0,4.0,4.1,5,1,7.0,0
961,1.0,3.0,3.1,5,1,7.0,0
962,1.0,3.0,3.1,5,1,7.0,0
963,2.0,2.0,2.3,5,1,7.0,0
964,1.0,4.0,4.1,5,1,7.0,0
965,10.0,3.0,3.2,5,1,7.0,0
966,5.0,1.0,1.2,5,1,7.0,0
967,1.0,1.0,1.1,5,0,7.0,0
968,10.0,3.0,3.2,5,1,7.0,0
969,2.0,4.0,4.1,5,1,7.0,0
970,1.0,1.0,1.1,5,0,7.0,0
971,2.0,4.0,4.1,5,1,7.0,0
972,1.0,3.0,3.1,5,1,7.0,0
973,5.0,1.0,1.3,5,1,7.0,0
974,1.0,4.0,4.1,5,1,7.0,0
975,2.0,2.0,2.7,5,0,7.0,0
976,10.0,1.0,1.2,5,1,7.0,0
977,2.0,4.0,4.3,5,1,7.0,0
978,5.0,3.0,3.2,5,1,7.0,0
979,2.0,4.0,4.3,5,0,7.0,0
980,5.0,2.0,2.3,5,1,7.0,0
981,5.0,1.0,1.3,5,0,7.0,0
982,2.0,4.0,4.1,5,1,7.0,0
983,2.0,2.0,2.1,5,1,7.0,0
984,1.0,3.0,3.1,5,1,7.0,0
985,2.0,1.0,1.3,5,0,7.0,0
986,2.0,4.0,4.1,5,1,7.0,0
987,10.0,3.0,3.2,5,1,7.0,0
988,1.0,4.0,4.1,5,1,7.0,0
989,0.1,4.0,4.1,5,1,7.0,0
990,2.0,1.0,1.4,5,1,7.0,0
991,10.0,3.0,3.2,5,0,7.0,0
992,10.0,1.0,1.1,5,1,7.0,0
993,2.0,4.0,4.3,5,0,7.0,0
994,2.0,4.0,4.1,5,1,7.0,0
995,2.0,2.0,2.3,5,1,7.0,0
996,2.0,1.0,1.1,5,0,7.0,0
997,5.0,2.0,2.5,5,1,7.0,0
998,1.0,3.0,3.1,5,1,7.0,0
999,5.0,3.0,3.3,5,1,7.0,0
1000,2.0,2.0,2.1,5,1,7.0,0
1001,0.1,4.0,4.1,5,1,7.0,0
1002,1.0,4.0,4.1,5,1,7.0,0
1003,2.0,2.0,2.1,5,1,7.0,0
1004,5.0,3.0,3.2,5,1,7.0,0
1005,5.0,1.0,1.4,5,1,7.0,0
1006,1.0,1.0,1.4,5,1,7.0,0
1007,1.0,2.0,2.3,5,1,7.0,0
1008,150.0,4.0,4.2,5,1,7.0,0
1009,150.0,4.0,4.2,5,1,7.0,0
1010,2.0,2.0,2.3,5,1,7.0,0
1011,5.0,5.0,5.2,5,1,7.0,0
1012,5.0,3.0,3.2,5,1,7.0,0
1013,2.0,2.0,2.3,5,1,7.0,0
1014,25.0,3.0,3.2,5,1,7.0,0
1015,1.0,2.0,2.3,5,1,7.0,0
1016,0.1,4.0,4.1,5,1,7.0,0
1017,2.0,2.0,2.1,5,1,7.0,0
1018,1.0,3.0,3.1,5,1,7.0,0
1019,2.0,2.0,2.1,5,1,7.0,0
1020,2.0,4.0,4.3,5,1,7.0,0
1021,5.0,3.0,3.2,5,1,7.0,0
1022,0.1,4.0,4.1,5,1,7.0,0
1023,10.0,1.0,1.1,5,1,7.0,0
1024,5.0,4.0,4.1,5,1,7.0,0
1025,1.0,2.0,2.3,5,1,7.0,0
1026,1.0,4.0,4.1,5,1,7.0,0
1027,2.0,4.0,4.1,5,1,7.0,0
1028,1.0,1.0,1.1,5,1,7.0,0
1029,1.0,4.0,4.1,5,1,7.0,0
1030,5.0,1.0,1.3,5,1,7.0,0
1031,1.0,1.0,1.1,5,1,7.0,0
1032,1.0,4.0,4.1,5,1,7.0,0
1033,1.0,2.0,2.2,5,1,7.0,0
1034,2.0,2.0,2.1,5,1,7.0,0
1035,1.0,4.0,4.1,5,1,7.0,0
1036,1.0,2.0,2.3,5,1,7.0,0
1037,2.0,3.0,3.1,5,1,7.0,0
1038,5.0,1.0,1.2,5,1,7.0,0
1039,2.0,1.0,1.1,5,1,7.0,0
1040,1.0,2.0,2.1,5,1,7.0,0
1041,1.0,1.0,1.1,5,1,7.0,0
1042,5.0,3.0,3.2,5,1,7.0,0
1043,5.0,3.0,3.1,5,1,7.0,0
1044,2.0,4.0,4.1,5,1,7.0,0
1045,2.0,4.0,4.1,5,1,7.0,0
1046,2.0,1.0,1.1,5,0,7.0,0
1047,2.0,1.0,1.1,5,1,7.0,0
1048,1.0,3.0,3.2,5,1,7.0,0
1049,2.0,2.0,2.1,5,1,7.0,0
1050,2.0,4.0,4.1,5,1,7.0,0
1051,2.0,4.0,4.3,5,0,7.0,0
1052,2.0,4.0,4.1,5,1,7.0,0
1053,10.0,3.0,3.2,5,1,7.0,0
1054,10.0,3.0,3.2,5,0,7.0,0
1055,2.0,4.0,4.1,5,0,7.0,0
1056,1.0,2.0,2.3,5,0,7.0,0
1057,5.0,2.0,2.3,5,1,7.0,0
1058,2.0,3.0,3.1,5,1,7.0,0
1059,10.0,3.0,3.2,5,1,7.0,0
1060,2.0,3.0,3.1,5,1,7.0,0
1061,10.0,2.0,2.5,5,1,7.0,0
1062,2.0,4.0,4.1,5,1,7.0,0
1063,2.0,1.0,1.1,5,0,7.0,0
1064,0.1,4.0,4.1,5,1,7.0,0
1065,10.0,3.0,3.2,5,1,7.0,0
1066,2.0,4.0,4.1,5,1,7.0,0
1067,5.0,4.0,4.1,5,1,7.0,0
1068,5.0,1.0,1.3,5,0,7.0,0
1069,1.0,3.0,3.1,5,1,7.0,0
1070,1.0,3.0,3.1,5,1,7.0,0
1071,5.0,1.0,1.3,5,1,7.0,0
1072,10.0,3.0,3.2,5,1,7.0,0
1073,2.0,4.0,4.1,5,1,7.0,0
1074,2.0,4.0,4.3,5,1,7.0,0
1075,1.0,2.0,2.3,5,1,7.0,0
1076,100.0,5.0,5.2,5,1,7.0,0
1077,2.0,1.0,1.1,5,1,7.0,0
1078,10.0,1.0,1.1,5,1,7.0,0
1079,5.0,3.0,3.2,5,1,7.0,0
1080,1.0,4.0,4.1,5,1,7.0,0
1081,1.0,2.0,2.3,5,1,7.0,0
1082,2.0,2.0,2.2,5,1,7.0,0
1083,1.0,4.0,4.1,5,1,7.0,0
1084,1.0,2.0,2.3,5,1,7.0,0
1085,10.0,3.0,3.2,5,1,7.0,0
1086,1.0,3.0,3.1,5,1,7.0,0
1087,2.0,4.0,4.1,5,1,7.0,0
1088,2.0,1.0,1.1,5,0,7.0,0
1089,1.0,4.0,4.1,5,1,7.0,0
1090,5.0,1.0,1.3,5,1,7.0,0
1091,5.0,3.0,3.2,5,1,7.0,0
1092,5.0,3.0,3.3,5,1,7.0,0
1093,5.0,2.0,2.1,5,1,7.0,0
1094,1.0,2.0,2.3,5,1,7.0,0
1095,2.0,2.0,2.3,5,1,6.0,0
1096,2.0,1.0,1.1,5,1,6.0,0
1097,5.0,1.0,1.3,5,1,6.0,0
1098,1.0,2.0,2.3,5,1,6.0,0
1099,5.0,1.0,1.2,5,1,6.0,0
1100,1.0,2.0,2.3,5,0,6.0,0
1101,5.0,3.0,3.3,5,1,6.0,0
1102,1.0,4.0,4.1,5,1,6.0,0
1103,5.0,1.0,1.2,5,0,6.0,0
1104,10.0,3.0,3.2,5,1,6.0,0
1105,2.0,2.0,2.1,5,1,6.0,0
1106,2.0,2.0,2.3,5,1,6.0,0
1107,2.0,4.0,4.1,5,1,6.0,0
1108,2.0,2.0,2.1,5,1,6.0,0
1109,1.0,2.0,2.3,5,1,6.0,0
1110,2.0,2.0,2.1,5,1,6.0,0
1111,5.0,3.0,3.3,5,1,6.0,0
1112,1.0,3.0,3.1,5,1,6.0,0
1113,2.0,2.0,2.3,5,1,6.0,0
1114,1.0,2.0,2.3,5,1,6.0,0
1115,10.0,3.0,3.2,5,1,6.0,0
1116,2.0,2.0,2.2,5,0,6.0,0
1117,150.0,4.0,4.2,5,1,6.0,0
1118,5.0,1.0,1.3,5,0,6.0,0
1119,2.0,2.0,2.1,5,1,6.0,0
1120,2.0,2.0,2.6,5,1,6.0,0
1121,5.0,3.0,3.2,5,1,6.0,0
1122,2.0,1.0,1.3,5,0,6.0,0
1123,0.1,4.0,4.1,5,0,6.0,0
1124,1.0,4.0,4.1,5,1,6.0,0
1125,2.0,4.0,4.1,5,1,6.0,0
1126,5.0,1.0,1.2,5,0,6.0,0
1127,2.0,2.0,2.3,5,1,6.0,0
1128,2.0,4.0,4.1,5,1,6.0,0
1129,2.0,2.0,2.1,5,1,6.0,0
1130,1.0,3.0,3.1,5,1,6.0,0
1131,2.0,4.0,4.1,5,0,6.0,0
1132,1.0,4.0,4.1,5,1,6.0,0
1133,1.0,4.0,4.1,5,1,6.0,0
1134,1.0,4.0,4.1,5,0,6.0,0
1135,2.0,2.0,2.2,5,1,6.0,0
1136,2.0,2.0,2.1,5,1,6.0,0
1137,2.0,1.0,1.1,5,1,6.0,0
1138,2.0,2.0,2.2,5,1,6.0,0
1139,2.0,4.0,4.3,5,1,6.0,0
1140,1.0,4.0,4.1,5,1,6.0,0
1141,2.0,3.0,3.1,5,1,6.0,0
1142,2.0,2.0,2.1,5,1,6.0,0
1143,1.0,3.0,3.1,5,0,6.0,0
1144,2.0,2.0,2.3,5,1,6.0,0
1145,1.0,4.0,4.1,5,1,6.0,0
1146,0.1,4.0,4.1,5,1,6.0,0
1147,2.0,2.0,2.1,5,1,6.0,0
1148,2.0,2.0,2.6,5,0,6.0,0
1149,1.0,3.0,3.1,5,1,6.0,0
1150,2.0,2.0,2.3,5,1,6.0,0
1151,2.0,4.0,4.1,5,0,6.0,0
1152,5.0,3.0,3.1,5,1,6.0,0
1153,2.0,4.0,4.1,5,1,6.0,0
1154,5.0,3.0,3.1,5,1,6.0,0
